Url_images,Name_page,Date_post,Descriptions,Hashtags,Username,Commentaires,Nombre_de_commentaire,Partages,J'adores,J'aimes,Solidaires,Rires,Colère,Tristes,Wouah,Url_post,Annee_post,Followers,langue_post_encoded,Text,Jour,Mois_encoded,Date,Jour_de_la_semaine_encoded,Season_encoded,Nombre_Hashtags,Sentiment_comms_BERT,langue_post_comm,Translated_Comments,Sentiment_post_encoded,Found_Hash,Longueur_caracteres_text_comments,Longueur_caracteres_text,sentiment_comments_BERT_POS,sentiment_comments_BERT_NEG,Reach,prediction_label,prediction_score
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/324078608_916178996459777_9086265617588012038_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ukErNal_7FIAX94vWNG&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfDS_MUWqLjMrBkFi4KxzlAHKA-65D8XfjBHPu25PKe1aA&oe=655D59E7'],Armada Delivery Solutions,4 janvier,[We support your business regardless of its stage#Armadadelivery#Kuwait#deliveryservice,"armadadelivery, kuwait, deliveryservice",,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=201263965762539&set=pb.100076368090097.-2207520000&type=3,2023,171,3,We support your busess regardless of its stage,4.0,4,2023-01-04,6,3,3,,,,2,0,0,46,0,0,0,0,0.9983
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/322364484_534044812107131_7946161572289734300_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ly8xySBjtt8AX_I5vtV&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfDvO7mi9dqfbq09cNww64rp8pjDj1RD7TypFIys4hBNCg&oe=655CBD67'],Armada Delivery Solutions,25 décembre,"[ليش تختارون أرمادا؟نقدم خدمة توصيل حسب الطلب، إدارة أسطول كامل، تتبع الطلبات و خدمة توصيل ٢٤\\٧Why Armada?We offer on-demand delivery, full fleet management, order tracking and 24/7 delivery service#Armadadelivery#Kuwait#deliveryservice#happycustomerVoir moins","armadadelivery, kuwait, deliveryservice, happycustomer",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=199080952647507&set=pb.100076368090097.-2207520000&type=3,2022,171,3,"Why do you choose Armada? We offer on-demand delivery, full fleet management, order trackg and 24/7 delivery service deliveryservice mos",25.0,2,2022-12-25,3,3,4,,,,2,0,0,136,0,0,0,0,0.9985
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/321057081_478253347819238_4875403074495766495_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=w3Q55Ly9e30AX-4h81p&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBEFv8W1do_toaT0rJO4gMFy117ySf3NnakRD5N6MHt8Q&oe=655D4691'],Armada Delivery Solutions,19 décembre,[اشحن محفظتك الإلكترونية بالأموال بكل سهولة عبر موقعنا الإلكترونيwww.armadadelivery.comوابدأ بتوصيل طلبات مشروعك معنا!#Armadadelivery#Kuwait#deliveryservice#Wallet,"armadadelivery, kuwait, deliveryservice, wallet",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=197726902782912&set=pb.100076368090097.-2207520000&type=3,2022,171,2,Load your electronic wallet with money easily through our website www.armadadelivery.com and start deliverg your project orders with us! ,19.0,2,2022-12-19,1,3,4,,,,2,0,0,137,0,0,0,0,0.9997
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/320205872_1130562940936214_8453295384969243077_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=bm35TC8bCSQAX9oXlRh&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBjokXtW0VkpwYBZE4eDF60x1EdnQwoJRyjyB3o86XC9Q&oe=655D06E0'],Armada Delivery Solutions,15 décembre,[مشروعك يحتاج شاحنات مُبَرّدة ؟Does your project need refrigerated vans?#Armadadelivery#Kuwait#deliveryservice#refrigeratedvans,"armadadelivery, kuwait, deliveryservice, refrigeratedvans",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=196807712874831&set=pb.100076368090097.-2207520000&type=3,2022,171,3,Does your project need refrigerated vans?,15.0,2,2022-12-15,4,3,4,,,,1,0,0,41,0,0,0,0,0.9972
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/319432229_195879156301020_8341546444925256265_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_15y4DjW7kQAX9K7giq&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfAWKQJbq97xa9zqpBOhzhmSEvhIA0ti5eBBnoS96UovaA&oe=655DBC63'],Armada Delivery Solutions,11 décembre,[شتري راحة بالك مع أرمادا#Armadadelivery#Kuwait#deliveryservice,"armadadelivery, kuwait, deliveryservice",,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=195879159634353&set=pb.100076368090097.-2207520000&type=3,2022,171,2,Buy peace of md with Armada,11.0,2,2022-12-11,3,3,3,,,,2,0,0,27,0,0,0,0,0.9996
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/318738963_195098789712390_1500600599896363033_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ZLLbweenBUYAX-GALcn&_nc_oc=AQk8JqRsK2t_w5VuDJrV05h5Ia7cthWcXUtwZKHGv1RlP7fRJPcJs8oYYeX0ZoXmpPc&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfCjNqmazwi_zZ7cWGA7Oj6-Y-kMVB6K_mdqFNeu0d2CJw&oe=655E2330'],Armada Delivery Solutions,8 décembre,[تابع طلبات مشروعك عبر منصة أرمادا بكل سهولة ومن أجهزة مختلفة.Track your project’s orders through Armadas platform easily and from different devices.#Armadadelivery#Kuwait#deliveryservice#footballVoir moins,"armadadelivery, kuwait, deliveryservice, football",,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=195098793045723&set=pb.100076368090097.-2207520000&type=3,2022,171,3,Track your project’s orders through the Armadas platform easily and from different devices. mos,8.0,2,2022-12-08,4,3,4,,,,2,0,0,95,0,0,0,0,0.9963
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/318569399_194873989734870_4220399537726320482_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=18WHiGyWiyIAX_In6sW&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfDLq_zGDywBeVRDPR1XC490CHZsZc6TBS7XQCC_U-gkwQ&oe=655D5BD0'],Armada Delivery Solutions,7 décembre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=194873999734869&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,7.0,2,2022-12-07,6,3,0,,,,0,0,0,0,0,0,0,0,0.9984
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/318565323_194873993068203_5072523208881499486_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=WkvEAE3ViXEAX94AuY9&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBUJ_kdmI0bt4TzovEoaSRKZFsNUATMN2nKc22lFWv3dg&oe=655D564B'],Armada Delivery Solutions,7 décembre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=194873996401536&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,7.0,2,2022-12-07,6,3,0,,,,0,0,0,0,0,0,0,0,0.9984
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/317068264_192468236642112_2227521949656397509_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8OZt5b1SPLUAX-sKcmz&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBX9HBKihzFYRS9GfHpWRJ82UgD2Kn4xUt2xCgJlmRHaQ&oe=655CCFB1'],Armada Delivery Solutions,25 novembre,[تهقون أي طلبية راح توصل اليوم ؟? What are your predictions for today#Armada#deliveryservice#winner#success#footballVoir moins,"armada, deliveryservice, winner, success, football",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=192468239975445&set=pb.100076368090097.-2207520000&type=3,2022,171,3,Are you excited about which order will arrive today?? What are your predictions for today mos,25.0,9,2022-11-25,0,0,5,,,,2,0,0,93,0,0,0,0,0.9996
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/316958116_192230576665878_2640013486222013099_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ohY-JJSMeiIAX_mLBIQ&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBjls4N8u6pCFgLQk10mgY2rvDXh3slUhK32JKIbm2y-A&oe=655D2561'],Armada Delivery Solutions,24 novembre,[تابع كل طلباتك بكل سهولة مع أرمادا.لمزيد من المعلومات تواصلوا معناMonitor your orders with our easy usable software.You can monitor your order using our easy usable softwareContact Us For More Information!#Armada#deliveryservice#easyVoir moins,"armada, deliveryservice, easy",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=192230583332544&set=pb.100076368090097.-2207520000&type=3,2022,171,3,"Keep track of all your orders with ease with Armada. For more formation, contact us. Monitor your orders with our easy usable software.You can monitor your order usg our easy usable softwareContact Us For More Information! mos",24.0,9,2022-11-24,4,0,3,,,,2,0,0,226,0,0,0,0,0.9976
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/316093872_191170723438530_9155280826781735183_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=BfYutO7PQO0AX-jUUAy&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBhrUjThjiZ-e8J2Fn4NGizov497xxj7S57XhgztFfcmA&oe=655CD3D5'],Armada Delivery Solutions,19 novembre,[نوصل لجميع مناطق الكويت !لأن عملائك يستاهلون خدمة توصيل آمنة و سريعة.#Armada#deliveryservice#alloverkuwait,"armada, deliveryservice, alloverkuwait",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=191170730105196&set=pb.100076368090097.-2207520000&type=3,2022,171,2,We deliver to all areas of Kuwait! Because your customers deserve a safe and fast delivery service. ,19.0,9,2022-11-19,2,0,3,,,,2,0,0,100,0,0,0,0,0.9997
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/314904872_188586487030287_6550019303252361841_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=v0tcwK2gN-gAX-H42wt&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBsPKk2GvBeAp5KC1J9gU33NOxylAqM8mcBPUO7L0H8pg&oe=655D2313'],Armada Delivery Solutions,7 novembre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=188586493696953&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,7.0,9,2022-11-07,1,0,0,,,,0,0,0,0,0,0,0,0,0.9988
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/314943523_188586483696954_8577391482970168595_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=UdiyJtBJp2sAX-XVRWi&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfDKNHdhtwXrEuHpGNQQrUuTAGZhh6cyR0LHUy5DHUX10Q&oe=655DCF8D'],Armada Delivery Solutions,7 novembre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=188586490363620&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,7.0,9,2022-11-07,1,0,0,,,,0,0,0,0,0,0,0,0,0.9988
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/312709644_187474537141482_355261957550429560_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Y7Biv2fyZlgAX9jitzD&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfAPEAMLXWe-_ITzZBL0NZdN4JytiUxmQStSOQ_uParUqg&oe=655E6632'],Armada Delivery Solutions,2 novembre,[Armada delivers HAPPINESS all over Kuwait !#Armadadelivery#Kuwait#deliveryservice#happycustomer,"armadadelivery, kuwait, deliveryservice, happycustomer",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=187474543808148&set=pb.100076368090097.-2207520000&type=3,2022,171,3,Armada delivers HAPPINESS all over Kuwait !,2.0,9,2022-11-02,6,0,4,,,,2,0,0,43,0,0,0,0,0.9991
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/312957039_187009053854697_7785574351577076484_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=yDB-FGESoLcAX-hqHrF&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfALJ4q1ev1okT78UsnUZC_smZZ4WVJnzoyMXHKKXlVRmA&oe=655D6F7E'],Armada Delivery Solutions,31 octobre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=187009063854696&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,31.0,10,2022-10-31,1,0,0,,,,0,0,0,0,0,0,0,0,0.9986
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/312493431_187009057188030_8056763928791645960_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=FDAJtFNONP0AX88WG7E&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfAZWH-BZQqeauI0ahm7U4e-itkBsqoQdCFuhIQCiLJ-3g&oe=655DF193'],Armada Delivery Solutions,31 octobre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=187009060521363&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,31.0,10,2022-10-31,1,0,0,,,,0,0,0,0,0,0,0,0,0.9986
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/313878159_187003747188561_5422328525010372277_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=E2n6j6oRYS4AX8D9Yom&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBeniewWG-Aekkn5BscfMP6xdhyh6WzbrQcRycbCtG79Q&oe=655E1316'],Armada Delivery Solutions,31 octobre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=187003753855227&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,31.0,10,2022-10-31,1,0,0,,,,0,0,0,0,0,0,0,0,0.9986
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/312706809_187003743855228_2749220121734046102_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=yD4l07yM7AMAX__boku&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfApIRLDLVTlDxEfPYcGIqvlcE-T-_Tfp4yySqFGCag4nw&oe=655E228D'],Armada Delivery Solutions,31 octobre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=187003750521894&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,31.0,10,2022-10-31,1,0,0,,,,0,0,0,0,0,0,0,0,0.9986
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/313416694_186862590536010_3352998260230732244_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_5w91DjAbrMAX8nTgtE&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBuRXNr94jeTIcow5jXtMTAw79oyhFCiDmomVnfTGGNrw&oe=655DCEAD'],Armada Delivery Solutions,30 octobre,[اي ! نوصل جميع أنواع المنتجاتYes ! We do#Armadadelivery#Kuwait#deliveryservice,"armadadelivery, kuwait, deliveryservice",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=186862593869343&set=pb.100076368090097.-2207520000&type=3,2022,171,3,any ! We deliver all types of productsYes! We do,30.0,10,2022-10-30,3,0,3,,,,2,0,0,48,0,0,0,0,0.9995
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/313073922_186191883936414_2799317353990128484_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8y47axRzGGgAX-b5YT0&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfAHul0_0W3BfWSWOI-wxe5V4EPsUw5GUEjLgnS8H3t55A&oe=655CBA71'],Armada Delivery Solutions,27 octobre,[أرمادا .. نبي راحتكم#Armadadelivery#Kuwait#deliveryservice,"armadadelivery, kuwait, deliveryservice",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=186191887269747&set=pb.100076368090097.-2207520000&type=3,2022,171,3,Armada.. We brg your comfort,27.0,10,2022-10-27,4,0,3,,,,2,0,0,28,0,0,0,0,0.999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/311502515_185347104020892_6507695762598567618_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Fb3tnf4sm3AAX8U-k8U&_nc_oc=AQn8PU9jj2H6rsfmdeuyxuI79dlsPQ7SfqQI17wBAnnFGnYjfKAMJFNuKaNVADzgcKY&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfDwgHkDmHodEidE9-odLqhyFI9IertAJ_Bady8IgY9abQ&oe=655D7F2A'],Armada Delivery Solutions,23 octobre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=185347110687558&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,23.0,10,2022-10-23,3,0,0,,,,0,0,0,0,0,0,0,0,0.9986
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/311615792_185347100687559_3462928531703601576_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-nAh0_rFdNIAX9ZqyyN&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfCvERdOpC4V8V1wekIjViyDWkzD60WdxO0K589i5zqvHg&oe=655E44BF'],Armada Delivery Solutions,23 octobre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=185347107354225&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,23.0,10,2022-10-23,3,0,0,,,,0,0,0,0,0,0,0,0,0.9986
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/312554144_184841064071496_3170800779678939645_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=TKVYyYZFfWQAX9-e0OP&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBl-FRGoGn-lNjYlJlURidbCAHEQvl3b8sTQ1lVftpWaw&oe=655D783F'],Armada Delivery Solutions,21 octobre,"[عبر نظام إدارة الأسطول مالنا, نقدر نساعدك و انت قاعد تنظم طلباتك، مع  تقارير مفصلة عن كل معاملة.Through our fleet management system, we can help with you managing orders, and getting your detailed reports on each transaction.#Armadadelivery#Kuwait#deliveryservice","armadadelivery, kuwait, deliveryservice",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=184841070738162&set=pb.100076368090097.-2207520000&type=3,2022,171,3,"Through our fleet management system, we can help you while you are organizg your orders, with detailed reports on each transaction. Through our fleet management system, we can help with you managg orders, and gettg your detailed reports on each transaction. deliveryservice",21.0,10,2022-10-21,0,0,3,,,,2,0,0,273,0,0,0,0,0.9988
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/310967564_181793964376206_7343125416656770860_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=5ihRINljccQAX8vHNur&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfDukEFRCSyjUgvq6_WGPHMtJH7Mf4LYvViiBo8K8V7ZqQ&oe=655D73C5'],Armada Delivery Solutions,6 octobre,[تحتاجون سائقين لمشروعك؟لا تحاتي أرمادا توفر لكم عدد السائقين اللي تحتاجونه#Armada#delivery#orders#Kuwait,"armada, delivery, orders, kuwait",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=181793967709539&set=pb.100076368090097.-2207520000&type=3,2022,171,2,"Do you need drivers for your project? Don’t worry, Armada will provide you with the number of drivers you need. ",6.0,10,2022-10-06,4,0,4,,,,2,0,0,112,0,0,0,0,0.9992
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/301914764_174708241751445_2141185667177810635_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=6mULrdffo6wAX_kNzYg&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfADNENaavhRLDOYaRRX1JfEaJ3AjQvLrJAwaB0Os92TCQ&oe=655E7AF9'],Armada Delivery Solutions,31 août,[Keep an eye on your orders!Manage your deliveries with a click of a button on Armada’s dashboard.,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=174708245084778&set=pb.100076368090097.-2207520000&type=3,2022,171,3,Keep an eye on your orders!Manage your deliveries with a click of a button on Armada’s dashboard.,31.0,1,2022-08-31,6,2,0,,,,2,0,0,97,0,0,0,0,0.9947
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/300519734_173499955205607_4190551291888802333_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=FNbf4eylqG0AX_m0-6M&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfCmW_TDa0Rqrw62y_brdKymz_PnT941sSWgjG7ddH8Smg&oe=655D7F55'],Armada Delivery Solutions,25 août,[لحاضرين، ارمادا تعين و تعاون,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=173499965205606&set=pb.100076368090097.-2207520000&type=3,2022,171,2,"For those present, Armada appots and cooperates",25.0,1,2022-08-25,4,2,0,,,,2,0,0,47,0,0,0,0,0.9995
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/299514099_172426848646251_8527105625942472761_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=fZKQxt3MoZQAX_lD2Ja&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBnZFNBdiVYtDUApG3lzIoNf98IMxcwPKbsTwB7gp_0ng&oe=655E38DC'],Armada Delivery Solutions,20 août,[خلك مرتاح ولا تحاتي، طلبك مع أرمادا بأيدي امينه و بالحفظ و الصون,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=172426851979584&set=pb.100076368090097.-2207520000&type=3,2022,171,2,"Stay at ease and do not worry, your order with Armada is safe hands and safe and secure",20.0,1,2022-08-20,2,2,0,,,,2,0,0,87,0,0,0,0,0.9997
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/299857129_172069948681941_19400487292448388_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=39tOsR4Bm2AAX_cnkVB&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfAMjQrYi8pQmGeeD3f0xEfmD_R7T3Om1NI1YVaWoOHX2Q&oe=655E7650'],Armada Delivery Solutions,18 août,"[Who do we serve at Armada?At Armada we serve 2 categories of businesses,No matter how big your business is, we will get your delivery covered.#Armada#services#kuwait","armada, services, kuwait",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=172069952015274&set=pb.100076368090097.-2207520000&type=3,2022,171,3,"Who do we serve at Armada?At Armada we serve 2 categories of busesses,No matter how big your busess is, we will get your delivery covered.",18.0,1,2022-08-18,4,2,3,,,,2,0,0,138,0,0,0,0,0.995
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/299800083_171484165407186_2836256650248240950_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3r1sBmnVT08AX9xComD&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfCPD5IzsKXN7P5Z7If9yBozbuXlwPwxlElY_8vlX12hVg&oe=655CCF65'],Armada Delivery Solutions,15 août,[Our detailed dashboard provides you with tools and detailed reports that help you to analyze the performance of your fleet.,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=171484168740519&set=pb.100076368090097.-2207520000&type=3,2022,171,3,Our detailed dashboard provides you with tools and detailed reports that help you to analyze the performance of your fleet.,15.0,1,2022-08-15,1,2,0,,,,2,0,0,123,0,0,0,0,0.9987
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/270538741_4556351521128640_5781187561959789716_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=AMo6t220ch4AX-DX5D8&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfC15JgqCbT2PSZS15p09DDTfL9XWIpXywvwES_v4p2Pjg&oe=655DA4F4'],Armada Delivery Solutions,15 août,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=171463765409226&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,15.0,1,2022-08-15,1,2,0,,,,0,0,0,0,0,0,0,0,0.9987
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/243558204_4248799338550528_5128812939820443239_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=LoHgOpket38AX8-985H&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfCryK3TiDL9Y7o0A581eq71Bbs1sR139xNYr70crGL9dQ&oe=655CFFB0'],Armada Delivery Solutions,15 août,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/photo.php?fbid=171463758742560&set=pb.100076368090097.-2207520000&type=3,2022,171,0,,15.0,1,2022-08-15,1,2,0,,,,0,0,0,0,0,0,0,0,0.9987
